6	9	32	35	39	44
6	9	36	43	44	49
8	9	12	19	24	29
8	9	12	20	24	42
8	9	12	24	27	41
8	9	13	14	18	23
8	9	13	15	34	35
8	9	13	17	30	47
8	9	13	22	36	43
8	9	13	32	44	48
8	9	13	38	39	40
8	9	14	17	24	49
8	9	14	22	30	48
8	9	14	26	36	38
8	9	14	34	39	47
8	9	15	17	22	39
8	9	15	23	30	38
8	9	15	24	36	40
8	9	15	26	48	49
8	9	17	23	32	36
8	9	17	38	43	48
8	9	18	22	26	44
8	9	18	30	43	49
8	9	18	35	36	39
8	9	18	40	47	48
8	9	19	21	24	46
8	9	19	24	27	37
8	9	20	21	24	41
8	9	20	24	27	46
8	9	21	24	27	29
8	9	21	24	37	42
8	9	22	24	32	47
8	9	22	35	40	49
8	9	23	24	35	48
8	9	23	39	44	49
8	9	24	29	41	42
8	9	24	34	43	44
8	9	24	37	41	46
8	9	26	30	34	40
8	9	26	32	39	43
8	9	32	34	38	49
8	9	35	38	44	47
